index,promptcategory,timecategory,imperative,temporalvalue,daytimevalue,subject,prompt,difficulty,prompttemplate,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2,model,category,lifespan,anAge,time,goldenrecordImages,periodstart,periodend,goldenrecordImagePath,DemolitionDate,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,Imperative,PromptTemplate,currentState,place,suggestion,image_path,exp_label_1,exp_label_2,label_1,label_2,label_3,maj
1065,year,,Give me,,,Romanticism,Give me an artwork in a style that was popular in the Western world in 1820 AC.,2,(imperative) an artwork in a style that was popular in the Western world in (year),"emotive,sublime,passionate,mystical,exotic,sublimity,passion,mysticism,exoticism,sublime beauty of nature",Is the following subject present in the image: 'Romanticism'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me an artwork in a style that was popular in the Western world in 1820 AC.'? Is the correct temporal knowledge applied (i.e. 1820.0 AC)? Just reply with 'yes' or 'no'.,blackforest,Artworks,,,1820.0,"https://id.smb.museum/object/965511/,https://id.smb.museum/object/959550/mondaufgang-am-meer,https://id.smb.museum/object/968249/abtei-im-eichwald,https://id.smb.museum/object/961043/frau-am-fenster,https://www.smk.dk/en/highlight/in-a-roman-osteria-1866/,https://dia.org/collection/nightmare-45573,https://id.smb.museum/object/959549/der-einsame-baum,https://www.metmuseum.org/art/collection/search/337330,https://www.nga.gov/collection/art-object-page.11502.html,https://www.nga.gov/collection/art-object-page.1147.html",1800.0,1850.0,"/work/bba4287/AIPlayground/goldenRecordImages/artworks/romanticism/MonkbytheSea.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/romanticism/MoonriseovertheSea.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/romanticism/AbbeyamongOakTrees.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/romanticism/WomanataWindow.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/romanticism/InaRomanOsteria.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/romanticism/TheNightmare.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/romanticism/SolitaryTree.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/romanticism/WomenofAlgiers.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/romanticism/TheGreatRedDragonandtheWomanClothedwiththeSun.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/romanticism/WivenhoePark.Essex.jpg",,,,,,,,,,,,,,,,,,train_annotations/image_blackforest_Artworks_1065.png,1,1,1.0,1.0,1,1.0
23,year,,Create,,,Ancient Art,"Create a work of art that exemplifies a style popular in Western cultures, during 2650 BC.",2,"(imperative) a work of art that exemplifies a style popular in Western cultures, during (year)","symbolic,preserved,symbolism,craftsmanship,ritual,early civilization,religious and methodological themes,symbolic imagery ",Is the following subject present in the image: 'Ancient Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Create a work of art that exemplifies a style popular in Western cultures, during 2650 BC.'? Is the correct temporal knowledge applied (i.e. 2650.0 BC)? Just reply with 'yes' or 'no'.",stable-diffusion-3-5,Artworks,,,-2650.0,"https://www.artic.edu/artworks/64339/coffin-and-mummy-of-pa-ankh-en-amun,https://www.getty.edu/art/collection/object/1097PM,https://www.getty.edu/art/collection/object/103SXY,https://www.getty.edu/art/collection/object/103T1E,https://www.getty.edu/art/collection/object/103WJV,https://www.metmuseum.org/art/collection/search/322609,https://www.getty.edu/art/collection/object/103SQR,https://www.getty.edu/art/collection/object/103QSV,https://www.getty.edu/art/collection/object/103WEB,https://www.metmuseum.org/art/collection/search/252453",-3000.0,500.0,"/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/CoffinandMummyofPa-ankh-en-Amun.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/StatueofHercules.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/PortraitofAlexandertheGreat.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/PortraitofJuliusCaesar.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/PortraitofaBeardedMan.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/Human-headedwingedlion.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/StatuetteofaFemaleFigure.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/AtticPanathenaicAmphora.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/AltarwiththeMythofAdonis.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/MarblecolumnfromtheTempleofArtemisatSardis.jpeg",,,,,,,,,,,,,,,,,,train_annotations/image_stable-diffusion-3-5_Artworks_23.png,0,0,0.0,1.0,1,0.0
30,year,,Generate,,,Ancient Art,"Generate a work of art that exemplifies a style popular in Western cultures, during 900 BC.",2,"(imperative) a work of art that exemplifies a style popular in Western cultures, during (year)","symbolic,preserved,symbolism,craftsmanship,ritual,early civilization,religious and methodological themes,symbolic imagery ",Is the following subject present in the image: 'Ancient Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Generate a work of art that exemplifies a style popular in Western cultures, during 900 BC.'? Is the correct temporal knowledge applied (i.e. 900.0 BC)? Just reply with 'yes' or 'no'.",sdxlturbo,Artworks,,,-900.0,"https://www.artic.edu/artworks/64339/coffin-and-mummy-of-pa-ankh-en-amun,https://www.getty.edu/art/collection/object/1097PM,https://www.getty.edu/art/collection/object/103SXY,https://www.getty.edu/art/collection/object/103T1E,https://www.getty.edu/art/collection/object/103WJV,https://www.metmuseum.org/art/collection/search/322609,https://www.getty.edu/art/collection/object/103SQR,https://www.getty.edu/art/collection/object/103QSV,https://www.getty.edu/art/collection/object/103WEB,https://www.metmuseum.org/art/collection/search/252453",-3000.0,500.0,"/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/CoffinandMummyofPa-ankh-en-Amun.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/StatueofHercules.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/PortraitofAlexandertheGreat.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/PortraitofJuliusCaesar.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/PortraitofaBeardedMan.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/Human-headedwingedlion.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/StatuetteofaFemaleFigure.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/AtticPanathenaicAmphora.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/AltarwiththeMythofAdonis.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/MarblecolumnfromtheTempleofArtemisatSardis.jpeg",,,,,,,,,,,,,,,,,,train_annotations/image_sdxlturbo_Artworks_30.png,0,0,0.0,1.0,1,0.0
802,year,,Create,,,Realism,Create an artwork in a style that was popular in the Western world in 1844 AC.,2,(imperative) an artwork in a style that was popular in the Western world in (year),"detailed,naturalistic,mundane,detail,authenticity,observation,naturalism,depicting everyday scenes,depicting people in a true-to-life manner,meticulous detail,naturalistic depiction of subjects,still lifes",Is the following subject present in the image: 'Realism'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create an artwork in a style that was popular in the Western world in 1844 AC.'? Is the correct temporal knowledge applied (i.e. 1844.0 AC)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Artworks,,,1844.0,"https://www.metmuseum.org/art/collection/search/436004,https://recherche.smb.museum/detail/958605/eisenwalzwerk-moderne-cyklopen?,https://collections.lacma.org/node/177722,https://www.metmuseum.org/art/collection/search/435702,https://www.nga.gov/collection/art-object-page.30228.html,https://www.metmuseum.org/art/collection/search/436002,https://recherche.smb.museum/detail/966477/fl%C3%B6tenkonzert-friedrichs-des-gro%C3%9Fen-in-sanssouci?,https://www.metmuseum.org/art/collection/search/438820,https://emuseum.mfah.org/objects/19172/the-elder-sister?,https://www.metmuseum.org/art/collection/search/435962",1840.0,1880.0,"/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/TheWomanintheWaves.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/TheIronRollingMill.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/TheGleaners.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/TheHorseFair.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/BreezingUp.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/WomanwithaParrot.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/FluteConcertwithFredericktheGreatinSanssouci.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/YoungLadiesoftheVillage.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/TheElderSister.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/HagarintheWilderness.jpeg",,,,,,,,,,,,,,,,,,train_annotations/image_stable-diffusion-3-5_Artworks_802.png,1,1,1.0,1.0,1,1.0
10,year,,Give me,,,Ancient Art,"Give me a work of art that exemplifies a style popular in Western cultures, during 1950 BC.",2,"(imperative) a work of art that exemplifies a style popular in Western cultures, during (year)","symbolic,preserved,symbolism,craftsmanship,ritual,early civilization,religious and methodological themes,symbolic imagery ",Is the following subject present in the image: 'Ancient Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Give me a work of art that exemplifies a style popular in Western cultures, during 1950 BC.'? Is the correct temporal knowledge applied (i.e. 1950.0 BC)? Just reply with 'yes' or 'no'.",blackforest,Artworks,,,-1950.0,"https://www.artic.edu/artworks/64339/coffin-and-mummy-of-pa-ankh-en-amun,https://www.getty.edu/art/collection/object/1097PM,https://www.getty.edu/art/collection/object/103SXY,https://www.getty.edu/art/collection/object/103T1E,https://www.getty.edu/art/collection/object/103WJV,https://www.metmuseum.org/art/collection/search/322609,https://www.getty.edu/art/collection/object/103SQR,https://www.getty.edu/art/collection/object/103QSV,https://www.getty.edu/art/collection/object/103WEB,https://www.metmuseum.org/art/collection/search/252453",-3000.0,500.0,"/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/CoffinandMummyofPa-ankh-en-Amun.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/StatueofHercules.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/PortraitofAlexandertheGreat.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/PortraitofJuliusCaesar.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/PortraitofaBeardedMan.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/Human-headedwingedlion.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/StatuetteofaFemaleFigure.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/AtticPanathenaicAmphora.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/AltarwiththeMythofAdonis.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/ancientArt/MarblecolumnfromtheTempleofArtemisatSardis.jpeg",,,,,,,,,,,,,,,,,,train_annotations/image_blackforest_Artworks_10.png,1,1,0.0,1.0,1,1.0
189,year,,Give me,,,Contemporary Art,"Give me a work of art that exemplifies a style popular in Western cultures, during 1992 AC.",2,"(imperative) a work of art that exemplifies a style popular in Western cultures, during (year)","abstract,experimental,minimalist,abstraction,minimalism,diverse forms,diverse cultural perspectives,experimental techniques ",Is the following subject present in the image: 'Contemporary Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Give me a work of art that exemplifies a style popular in Western cultures, during 1992 AC.'? Is the correct temporal knowledge applied (i.e. 1992.0 AC)? Just reply with 'yes' or 'no'.",stable-diffusion-3-5,Artworks,,,1992.0,"https://www.metmuseum.org/art/collection/search/266854,https://www.artic.edu/artworks/34614/a-flower-piece,https://www.artic.edu/artworks/103046/dolls,https://www.metmuseum.org/art/collection/search/488045,https://www.artic.edu/artworks/142570/study-for-a-composition,https://www.artic.edu/artworks/74965/calavera-of-francisco-madero-from-calavera-maderista,https://artvee.com/dl/11-tableux-et-7-poemes#00,https://artvee.com/dl/les-toits-2#00,https://artvee.com/dl/la-poissonniere#00,https://artvee.com/dl/maintenant-et-autrefois#00",1945.0,2024.0,"/work/bba4287/AIPlayground/goldenRecordImages/artworks/contemporaryArt/Day322_SurveyU_Sectors15and16.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/contemporaryArt/AFlowerPiece.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/contemporaryArt/Dolls.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/contemporaryArt/WaterfrontMill.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/contemporaryArt/StudyforaComposition.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/contemporaryArt/CalaveraofFranciscoMaderofromCalaveraMaderista.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/contemporaryArt/11tableuxet7poèmesa.jpg,AIPlayground/goldenRecordImages/artworks/contemporaryArt/Lestoits.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/contemporaryArt/LaPoissonnière.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/contemporaryArt/Maintenantetautrefois.jpg",,,,,,,,,,,,,,,,,,train_annotations/image_stable-diffusion-3-5_Artworks_189.png,0,0,0.0,1.0,1,0.0
571,year,,Give me,,,Neoclassicism,Give me an artwork in a style that was popular in the Western world in 1810 AC.,2,(imperative) an artwork in a style that was popular in the Western world in (year),"formal,realistic,monumental,sculptural,formality,realism,monumentality,sculpturality,clarity,elegant simplicity,formal composition,restrained emotional expression,ideals of harmony, proportion and disciplined technique,enlightenment",Is the following subject present in the image: 'Neoclassicism'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me an artwork in a style that was popular in the Western world in 1810 AC.'? Is the correct temporal knowledge applied (i.e. 1810.0 AC)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Artworks,,,1810.0,"https://www.nga.gov/collection/art-object-page.46114.html,https://www.metmuseum.org/art/collection/search/426600,https://sammlung.staedelmuseum.de/de/werk/goethe-in-der-roemischen-campagna#gac,https://www.getty.edu/art/collection/object/108J7V,https://npg.si.edu/object/npg_NPG.75.4?,https://www.metmuseum.org/art/collection/search/436809,https://www.nga.gov/collection/art-object-page.46098.html,https://dma.org/art/collection/object/5328771,https://emuseum.mfah.org/objects/938/ariadne-abandoned-by-theseus?,https://commons.wikimedia.org/wiki/File%3ACharles_Meynier_-_Napoleon_in_Berlin.png",1750.0,1850.0,"/work/bba4287/AIPlayground/goldenRecordImages/artworks/neoclassicism/TheEmperorNapoleoninHisStudyattheTuileries.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/neoclassicism/TheDeathofSocrates.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/neoclassicism/GoetheintheRomanCampagna.png,/work/bba4287/AIPlayground/goldenRecordImages/artworks/neoclassicism/ACalmataMediterraneanPort.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/neoclassicism/GeorgeWashington.Portholetype.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/neoclassicism/TheSorrowofTelemachus.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/neoclassicism/TheCopleyFamily.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/neoclassicism/ApolloandDianaAttackingtheChildrenofNiobe.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/neoclassicism/AriadneAbandonedbyTheseus.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/neoclassicism/EntryofNapoleonIintoBerlin.png",,,,,,,,,,,,,,,,,,train_annotations/image_stable-diffusion-3-5_Artworks_571.png,1,1,0.0,1.0,0,1.0
706,year,,Produce,,,Prehistoric Art,"Produce a work of art that exemplifies a style popular in Western cultures, during 5700 BC.",2,"(imperative) a work of art that exemplifies a style popular in Western cultures, during (year)","ancient,primitive,symbolic,naturalistic,rudimentary,expressive,geometric,primitivism,symbolism,naturalism,rudimentariness,geometry,cave paintings,petroglyphs,depicting animals,depicting human figures,abstract symbols,ritualistic or communicative contexts,direct and expressive style",Is the following subject present in the image: 'Prehistoric Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Produce a work of art that exemplifies a style popular in Western cultures, during 5700 BC.'? Is the correct temporal knowledge applied (i.e. 5700.0 BC)? Just reply with 'yes' or 'no'.",sdv15,Artworks,,,-5700.0,"https://www.clevelandart.org/art/2004.64,https://collections.lacma.org/node/184796,https://www.metmuseum.org/art/collection/search/43682,https://www.metmuseum.org/art/collection/search/8325662,https://www.metmuseum.org/art/collection/search/323701,https://www.metmuseum.org/art/collection/search/323642,https://www.metmuseum.org/art/collection/search/323623,https://www.metmuseum.org/art/collection/search/326908,https://www.metmuseum.org/art/collection/search/323645,https://www.metmuseum.org/art/collection/search/323790",-30000.0,-3000.0,"/work/bba4287/AIPlayground/goldenRecordImages/artworks/prehistoricArt/JarwithSpiralDesigns.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/prehistoricArt/PrehistoricPaintedPotteryVessel.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/prehistoricArt/Scraper.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/prehistoricArt/Biface.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/prehistoricArt/Tool.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/prehistoricArt/Sherd.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/prehistoricArt/Sherd2.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/prehistoricArt/StampSeal.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/prehistoricArt/Sherd3.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/prehistoricArt/Gobletdecoratedwithafriezeofbirds.jpeg",,,,,,,,,,,,,,,,,,train_annotations/image_sdv15_Artworks_706.png,0,0,0.0,1.0,0,0.0
792,year,,Create,,,Realism,"Create a work of art that exemplifies a style popular in Western cultures, during 1880 AC.",2,"(imperative) a work of art that exemplifies a style popular in Western cultures, during (year)","detailed,naturalistic,mundane,detail,authenticity,observation,naturalism,depicting everyday scenes,depicting people in a true-to-life manner,meticulous detail,naturalistic depiction of subjects,still lifes",Is the following subject present in the image: 'Realism'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Create a work of art that exemplifies a style popular in Western cultures, during 1880 AC.'? Is the correct temporal knowledge applied (i.e. 1880.0 AC)? Just reply with 'yes' or 'no'.",sdv15,Artworks,,,1880.0,"https://www.metmuseum.org/art/collection/search/436004,https://recherche.smb.museum/detail/958605/eisenwalzwerk-moderne-cyklopen?,https://collections.lacma.org/node/177722,https://www.metmuseum.org/art/collection/search/435702,https://www.nga.gov/collection/art-object-page.30228.html,https://www.metmuseum.org/art/collection/search/436002,https://recherche.smb.museum/detail/966477/fl%C3%B6tenkonzert-friedrichs-des-gro%C3%9Fen-in-sanssouci?,https://www.metmuseum.org/art/collection/search/438820,https://emuseum.mfah.org/objects/19172/the-elder-sister?,https://www.metmuseum.org/art/collection/search/435962",1840.0,1880.0,"/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/TheWomanintheWaves.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/TheIronRollingMill.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/TheGleaners.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/TheHorseFair.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/BreezingUp.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/WomanwithaParrot.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/FluteConcertwithFredericktheGreatinSanssouci.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/YoungLadiesoftheVillage.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/TheElderSister.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/realism/HagarintheWilderness.jpeg",,,,,,,,,,,,,,,,,,train_annotations/image_sdv15_Artworks_792.png,0,0,0.0,0.0,0,0.0
349,year,,Generate,,,Medieval Art,"Generate a work of art that exemplifies a style popular in Western cultures, during 1310 AC.",2,"(imperative) a work of art that exemplifies a style popular in Western cultures, during (year)","religious,ornamental,gothic,byzantine,devotion,symbolism,ornamentation,monumentality,strong religious influence,ecclesiastical purpose,christian themes,romanesque,spiritual aesthetic,two-dimensional aesthetic",Is the following subject present in the image: 'Medieval Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Generate a work of art that exemplifies a style popular in Western cultures, during 1310 AC.'? Is the correct temporal knowledge applied (i.e. 1310.0 AC)? Just reply with 'yes' or 'no'.",sdv15,Artworks,,,1310.0,"https://www.clevelandart.org/art/1952.110,https://www.clevelandart.org/art/2011.68,https://art.thewalters.org/detail/2361/the-third-plague-of-egypt-gnats-exodus-817-2/,https://www.getty.edu/art/collection/object/109JVZ,https://www.getty.edu/art/collection/object/105WNV,https://www.getty.edu/art/collection/object/105WSV,https://www.getty.edu/art/collection/object/108HP6,https://www.getty.edu/art/collection/object/109CY5,https://recherche.smb.museum/detail/868435/die-madonna-in-der-kirche?,https://www.getty.edu/art/collection/object/103SAZ",500.0,1400.0,"/work/bba4287/AIPlayground/goldenRecordImages/artworks/medievalArt/MadonnaandChild.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/medievalArt/CuttingfromaGradual.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/medievalArt/TheThirdPlagueofEgypt.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/medievalArt/KingHaldinAccusingtheSultansDaughterGracienneofDishonorableBehavior.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/medievalArt/ADragon.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/medievalArt/TristanRescuingKingArthur.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/medievalArt/CombatwithPollaxe.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/medievalArt/DavidbringingtheArkoftheCovenanttoJerusalem.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/medievalArt/TheMadonnaintheChurch.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/medievalArt/AWhale.jpg",,,,,,,,,,,,,,,,,,train_annotations/image_sdv15_Artworks_349.png,1,1,1.0,1.0,1,1.0
152,year,,Generate,,,Baroque Art,Generate an artwork in a style that was popular in the Western world in 1705 AC.,2,(imperative) an artwork in a style that was popular in the Western world in (year),"dramatic,ornate,grandiose,lavish,opulent,vivid,ornamentation,grandeur,lavishness,opulence,vibrancy,grandeur in scale and detail,elaborate ornamentation,complex composition",Is the following subject present in the image: 'Baroque Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate an artwork in a style that was popular in the Western world in 1705 AC.'? Is the correct temporal knowledge applied (i.e. 1705.0 AC)? Just reply with 'yes' or 'no'.,blackforest,Artworks,,,1705.0,"https://recherche.smb.museum/detail/862322/amor-als-sieger?language=de,https://www.getty.edu/art/collection/object/103QS8,https://www.rijksmuseum.nl/nl/collectie/SK-C-216,https://www.rijksmuseum.nl/nl/collectie/SK-C-251,https://www.rijksmuseum.nl/nl/collectie/SK-C-6,https://sammlung.staedelmuseum.de/de/werk/der-geograf#gac,https://www.rijksmuseum.nl/nl/collectie/SK-A-4,https://www.metmuseum.org/art/collection/search/436453,https://www.rijksmuseum.nl/nl/collectie/SK-C-374,https://www.rijksmuseum.nl/nl/collectie/SK-A-345",1600.0,1750.0,"/work/bba4287/AIPlayground/goldenRecordImages/artworks/baroqueArt/CupidasVictor.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/baroqueArt/TheAbductionofEuropa.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/baroqueArt/IsaacandRebecca.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/baroqueArt/WomanReadingaLetter.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/baroqueArt/TheSyndics.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/baroqueArt/TheGeographer.png,/work/bba4287/AIPlayground/goldenRecordImages/artworks/baroqueArt/TheThreatenedSwan.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/baroqueArt/EstherbeforeAhasuerus.jpeg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/baroqueArt/SchuttersvanwijkXIonderleidingvankapiteinReynierReael.jpg,/work/bba4287/AIPlayground/goldenRecordImages/artworks/baroqueArt/CimonenPero.jpg",,,,,,,,,,,,,,,,,,train_annotations/image_blackforest_Artworks_152.png,1,1,1.0,1.0,1,1.0
